original_message,summary,카테고리,감성,전체 감성
"설치기사님 친절하시고 빠르게 배송, 조립해주셨어요.감사합니다.","친절한 설치기사, 빠른 배송, 빠른 조립","설치, 배송, 서비스","설치: 긍정, 배송: 긍정, 서비스: 긍정",긍정
이제 침대 위에서 생활 하겠네용 오늘부터 드라마정주행 합니당,"침대 생활, 드라마 정주행","침대, 생활, 드라마","침대: 긍정, 생활: 긍정, 드라마: 긍정",긍정
완전 맘에들어요 . 신세계가 열렸어요 ㅎ,"만족, 신세계",제품,제품: 긍정,긍정
"우리집 TV가 닌텐도 사용이 안되는 거였더라구요. 그래서 올림픽, 복싱, 링피트..스포츠를 못했는데 스탠바이미로 해결했네요.유튜브로 한국사 강의듣게 되어 딸 아이가 너무 좋아해요.","닌텐도 문제 해결, 유튜브 강의, 딸 아이 만족","닌텐도 문제 해결, 유튜브 강의, 딸 아이 만족","닌텐도 문제 해결: 긍정, 유튜브 강의: 긍정, 딸 아이 만족: 긍정",긍정
"화질 너무 좋고 설치까지 깔끔하게 해주고 가셨어요!설치비는 다 포함되어 있고,너무 만족합니다 저렴하게 잘 산것 같아요","좋은 화질, 깔끔한 설치, 포함된 설치비, 저렴한 가격, 만족","화질, 설치, 가격","화질: 긍정, 설치: 긍정, 가격: 긍정",긍정
티비와는 또 다른 느낌으로 좋아요 :),"다른 느낌, 좋아요",느낌,느낌: 긍정,긍정
이동하면서 사용하기 편리해요,편리한 이동,이동,이동: 긍정,긍정
너무좋아요 너무좋아!!! 너무이뻐요 너무이뻐요!!! 아주 맘에듭니다~~~!!! 진즉살걸 괜히 고민했다싶습니다!!!,"아름다움, 만족, 후회","디자인, 구매","디자인: 긍정, 구매: 긍정",긍정
와..우.. 2주 생각했는데 2일걸렸네요너무 빨라서 최고입니다. 기사분이 설치해주시고 갔습니다. 감사합니다.,"빠른 배송, 설치 서비스","배송, 설치","배송: 긍정, 설치: 긍정",긍정
배송 진짜 빠르고 좋습니다~~~집에서 쓰기에 진짜 좋네요~~ 설치는 엘지 설치 기사님이 일정 잡아서 연락 주시고 방문하세요~,"빠른 배송, 좋은 제품, 엘지 설치 서비스","배송, 제품, 설치","배송: 긍정, 제품: 긍정, 설치: 긍정",긍정
진짜 디자인 깡패네요,디자인 우수,디자인,디자인: 긍정,긍정
주문한지 40일만에 물건받았습니다. 중간에 취소하고 다른 곳에서 주문할까 했지만 제가 구매했던 가격보다 5만원가량 높아서 포기하고 대기하였습니다. 판매자분께서 배송 연기에 대해서 미리미리 공지해주는 편은 아니시지만 네이버 톡톡으로 문의하면 답변은 잘 해주십니다. 그리고 엘지설치 기사분께서 매우매우 친절하고 물건도 마음에 들고 결국 잘 받았으니 별5점 드립니다.,"긴 배송, 친절한 설치, 만족스러운 제품, 별5점","배송, 서비스, 제품","배송: 부정, 서비스: 긍정, 제품: 긍정",중립
빠른배송 만족합니다.,"빠른 배송, 만족",배송,배송: 긍정,긍정
티비없는 거실이라 고민했어요식탁 앞에 둘 녀석으로 스탠바이비는 정말 탁월한 선택이었어요~!!화질 좋고 음량도 사이즈도 완벽해영,"탁월한 선택, 좋은 화질, 완벽한 음량, 완벽한 사이즈","선택, 화질, 음량, 사이즈","선택: 긍정, 화질: 긍정, 음량: 긍정, 사이즈: 긍정",긍정
"이리저리 끌고 다니기에도, 인테리어 소품으로도 굿이에요.","이동성, 인테리어 소품","이동성, 인테리어 소품","이동성: 긍정, 인테리어 소품: 긍정",긍정
배송도빠르고 안전하게 배달완료되어 사용ㅈ ㅇ입니다,"빠른 배송, 안전한 배달","배송, 배달","배송: 긍정, 배달: 긍정",긍정
친절하게 설치 잘해주셨고 대만족입니다.거격만 좀 더 떨어지면 금상첨화일텐데요 ㅋ,"친절한 설치, 대만족, 가격 문제","설치, 가격","설치: 긍정, 가격: 부정",중립
인기많은 상품이라 받기 너무 힘들었네요추후 원하는 날짜에 배송되어서 좋았습니다.,"인기 상품, 원하는 날짜 배송","상품, 배송","상품: 부정, 배송: 긍정",중립
선물했는대 좋다고합니다.,선물 만족,선물,선물: 긍정,긍정
배송 와......너무오래걸림,느린 배송,배송,배송: 부정,부정
너무 잘 받랐고 기사님 배송도 친절했어요.,친절한 배송,배송,배송: 긍정,긍정
경성크리처 노트북으로 보다 스탠바이미로 보니 우리집이 영화관이네요 ㅎㅎ 역사에 관심 많은 초딩이 완전집중중 ㅋ3년고민했는데 더 빨리살걸 ㅎㅎㅎ문의글 답장도 빠르시고 배송도 3일.무료배송 .가격도 만족입니다👍,"영화관 느낌, 역사 관심, 빠른 답장, 빠른 배송, 무료배송, 가격 만족","영화관 느낌, 역사 관심, 답장, 배송, 무료배송, 가격","영화관 느낌: 긍정, 역사 관심: 긍정, 답장: 긍정, 배송: 긍정, 무료배송: 긍정, 가격: 긍정",긍정
이사하고 가장 먼저 구매했는데 아주 마음에 들어요,만족,구매,구매: 긍정,긍정
너무너무이뻐여.....배송기사님 두분이서 설치 잘 해주고 가셔서 넘 감사했구요 인기상품이라 배송은 조금 걸렸지만 더 일찍주문하지 않은 제탓이쥬..>< ㅎ,"예쁜 디자인, 좋은 설치 서비스, 인기상품, 느린 배송","디자인, 설치, 서비스, 배송","디자인: 긍정, 설치: 긍정, 서비스: 긍정, 배송: 부정",긍정
감사합니다. 잘쓸게요`~,감사,사용,사용: 긍정,긍정
집들이 선물 빠른배송 감사합니다,"집들이 선물, 빠른 배송","선물, 배송","선물: 긍정, 배송: 긍정",긍정
요즘 제일 잘 산템 뭐냐고 물어보신다면 스탠바이미 라고 하겠어요😍,"스탠바이미, 만족",제품,제품: 긍정,긍정
배송 잘받고 설치도 잘해주셨어요~,"배송, 설치 만족","배송, 설치","배송: 긍정, 설치: 긍정",긍정
아주 좋아요 핸드폰 대신 간단하게 볼수있습니다,"간단함, 편리함",편리함,편리함: 긍정,긍정
"스탠바이미 완전 강추입니다! 세컨 TV, 태블릿, 영상용 등 더할나위 없이 좋아요^^","강추, 세컨 TV, 태블릿, 영상용","세컨 TV, 태블릿, 영상용","세컨 TV: 긍정, 태블릿: 긍정, 영상용: 긍정",긍정
거의 뭐 국민템..? 너무 유용하게 잘 사용하고있어요,"국민템, 유용성",유용성,유용성: 긍정,긍정
스탠바이미 여기저기 이동하며 사용하기 편안하고좋네요,"이동 편리, 사용 편안","이동, 사용","이동: 긍정, 사용: 긍정",긍정
너무너무 잘 사용하고 있어요 남편의 애완TV에요,"사용 만족, 애완TV",사용,사용: 긍정,긍정
기능 다앙하고 크기적당하고 예뻐요,"다양한 기능, 적당한 크기, 예쁜 디자인","기능, 크기, 디자인","기능: 긍정, 크기: 긍정, 디자인: 긍정",긍정
배송이늦지만 설치기사님 칰절하심,"늦은 배송, 친절한 설치기사","배송, 설치","배송: 부정, 설치: 긍정",중립
이동이라 편하고~ 좋은데~화질은 기대이하무선으로으로 1시간 정도밖에 안되~ ㅡㅡ,"편리함, 화질 기대 이하, 짧은 배터리 시간","이동성, 화질, 배터리 시간","이동성: 긍정, 화질: 부정, 배터리 시간: 부정",부정
배송빠르고 기사님 제품설치 잘 해 주셨습니다,"빠른 배송, 설치 만족","배송, 설치","배송: 긍정, 설치: 긍정",긍정
진작살걸 너무너무 좋아요!!,매우 만족,제품,제품: 긍정,긍정
잘 받았습니다~ 좋아요~!다음에 또 주문할게요!,"좋아요, 재주문 의사",상품,상품: 긍정,긍정
너무좋습니다나중에떠시킵니드,만족,서비스,서비스: 긍정,긍정
상품 품질이 좋습니다. 마음에 들어요!,"좋은 품질, 만족",품질,품질: 긍정,긍정
아주 좋습니다. 만족합니다.,만족,서비스,서비스: 긍정,긍정
굿~~~~~~~~~~~,만족,만족,만족: 긍정,긍정
12월 중순쯤에 구매 후에 대기는 좀 있었지만 상품은 만족스럽습니다~~,"대기, 상품 만족","대기, 상품","대기: 부정, 상품: 긍정",중립
계속 눈팅하다 좋은 가격에 구매헤요만족,"좋은 가격, 만족","가격, 만족","가격: 긍정, 만족: 긍정",긍정
잘 받았습니다 감사합니다,감사,배송,배송: 긍정,긍정
역시....너무좋아요식탁에서 밥먹으면서침대에 누워서요리하면서단점은 하루종일 보게됩니다1인가구는 꼭사세여,"좋은 제품, 1인 가구 추천",제품,제품: 긍정,긍정
직원들 연말선물로 준비했어요~,연말선물,선물,선물: 긍정,긍정
구매 배송까지 엄청 빨랐고설치 기사님들도 친절!써보니 만족도는 200%,"빠른 배송, 친절한 설치, 높은 만족도","배송, 설치, 만족도","배송: 긍정, 설치: 긍정, 만족도: 긍정",긍정
대만족합니다 여기저기 이동해서 보니 좋네요,"대만족, 이동 편리",이동,이동: 긍정,긍정
산지 두달정도 되어가는데 이미 뽕을 뽑았어요,높은 만족도,사용,사용: 긍정,긍정
화질좋고 맘에 들어요 편리해요,"좋은 화질, 편리함","화질, 사용 편의성","화질: 긍정, 사용 편의성: 긍정",긍정
품질좋고 기사님아주 친절하십니다^^^,"좋은 품질, 친절한 기사님","품질, 서비스","품질: 긍정, 서비스: 긍정",긍정
배송빠르고 좋았어요!,"빠른 배송, 만족",배송,배송: 긍정,긍정
배송도빨리받았고 설치기사님께서 너무 친절히 잘해주셔서 아주 만족스럽게 잘 받아서 쓰고있어요^^,"빠른 배송, 친절한 설치, 만족","배송, 설치, 서비스","배송: 긍정, 설치: 긍정, 서비스: 긍정",긍정
좋아요 좋아요 아주 좋아요좋아요 좋아요 아주 좋아요,아주 좋아요,서비스,서비스: 긍정,긍정
너무 잘 쓰고 있어요! 진작 살 걸 그랬네요 설치도 친절하게 해주셨습니다 ㅎㅎ 감사합니다,"친절한 설치, 만족","설치, 서비스","설치: 긍정, 서비스: 긍정",긍정
잘 사용하고 있습니다~,사용 만족,사용,사용: 긍정,긍정
너무 조아영 가격도 저렴하고 빨리 배송해주셧어요,"저렴한 가격, 빠른 배송","가격, 배송","가격: 긍정, 배송: 긍정",긍정
한달째 너무 잘쓰고있어요 미러링도 넘 쉽고 스마트뷰 연결도 터치한번이면 끝. 어디서든 옮겨서 티비보기 가능이라 좋네요,"편리한 미러링, 스마트뷰, 이동성","미러링, 스마트뷰, 이동성","미러링: 긍정, 스마트뷰: 긍정, 이동성: 긍정",긍정
지정배송 너무 감사합니다,지정배송,배송,배송: 긍정,긍정
우리집에 너무너무 잘어울려요 잘쓸게용,잘 어울림,디자인,디자인: 긍정,긍정
딸이 필요하다하여 구매했습니다.배송도 빠르고 친절한 기사님도 도착 언저쯤 한다고 전화도 주고 좋았습니다,"빠른 배송, 친절한 기사님","배송, 서비스","배송: 긍정, 서비스: 긍정",긍정
잘 사용 합니다 화질도 저아요잘쓰겠습다,좋은 화질,화질,화질: 긍정,긍정
스피커도 별도 구매해서 달았더니 진짜 티비랑 진배없어요. 너무 좋고요ㅠㅠ 사길 진짜 잘했고 덕분에 싸게 잘 샀어요! 설치일도 한달 전에 주문했는데 잘 맞춰주셔서 너무 감사했어요! 스피커 꼭꼭 사세요:) 만족도가 엄청 올라가요!! 사운드 체크 확인해보시라구 동영상도 올려용,"스피커 추가, 높은 만족도, 저렴한 가격, 정확한 설치일, 사운드 체크","스피커 추가, 가격, 설치일, 사운드 체크","스피커 추가: 긍정, 가격: 긍정, 설치일: 긍정, 사운드 체크: 긍정",긍정
잘 사용하고 있어요 이뻐서 만족해요,"이쁜 디자인, 만족","디자인, 사용","디자인: 긍정, 사용: 긍정",긍정
정말 너무 좋습니다. 추가로 이 제품을 판매하고 있는 이즈베스트 업체 최고입니다.,"좋은 제품, 이즈베스트 업체 최고","제품, 업체","제품: 긍정, 업체: 긍정",긍정
너무 잘 사용중스피커도 자체꺼 빵빵,스피커 성능 만족,"사용, 스피커","사용: 긍정, 스피커: 긍정",긍정
기사님이 직접 설치해주시고 설명까지 해주셨어요ㅎㅎ스탠바이미 최고..,"직접 설치, 친절한 설명, 스탠바이미 최고","설치, 설명","설치: 긍정, 설명: 긍정",긍정
배송도 빠르고 좋아요,"빠른 배송, 좋은 품질","배송, 품질","배송: 긍정, 품질: 긍정",긍정
와이프님께 생일 선물했습니다진짜 이렇게까지 좋아해할 줄 몰랐습니다!정말 최고의 선물입니다!,"최고의 선물, 큰 만족",선물,선물: 긍정,긍정
선물로 딸에게 보냈는데 만족스런 가전이라네요,만족스런 가전,"선물, 가전","선물: 긍정, 가전: 긍정",긍정
예뻐요... 아무것도 안 둔 집인데 그냥 설치된것만으류도 인테리어가 되는 기분.... 설치도 시간 조율해서 잘 해주렸습니다 만족해요>_<,"예쁜 디자인, 인테리어 효과, 만족스러운 설치","디자인, 인테리어, 설치","디자인: 긍정, 인테리어: 긍정, 설치: 긍정",긍정
너무 만족스럽네요!! 공간 활용 및 디자인!! 음질 화질 다 좋아요~~!!,"공간 활용, 디자인, 음질, 화질 만족","공간 활용, 디자인, 음질, 화질","공간 활용: 긍정, 디자인: 긍정, 음질: 긍정, 화질: 긍정",긍정
거실에서 티비보면서 먹는데 너무 좋아요! 방에서도 쓰고 거실에서도 쓰고 자유롭게 쓰기 좋네요,"자유로운 사용, 편리함","사용, 편리함","사용: 긍정, 편리함: 긍정",긍정
삼텐바이미랑 고민하다가 결국 못참고 질렀는데너무옙뻐요 💙,예쁜 디자인,디자인,디자인: 긍정,긍정
깔끔하고 이뻐효엘지에서 사려다가 행사해서 오늘의 집에서 구입했는데 너무 맘에 들어요,"깔끔, 예쁨, 만족","디자인, 구매","디자인: 긍정, 구매: 긍정",긍정
티비없는 거실이라 생각한 구매 아이템이 아니였는데안샀으면 후회할뻔 했네요.너무 편합니다.인테리어를 해치지도 않고공간별로 데리고 다닐 수 있어서 너무 편하고 좋네요!,"편리함, 인테리어 조화, 이동성","편리함, 인테리어, 이동성","편리함: 긍정, 인테리어: 긍정, 이동성: 긍정",긍정
아까 기사님 두 분이 오셔서 설치해주셨어요~ 일단 너무너무 좋아요🥹 여기저기 끌고 다니면서 보기도 편하고... 사길 잘 한 것 같습니다🩷👍🏻👍🏻 후기보면 화질이 좀 떨어진다고들 하는데 저는 막눈이라 잘 모르겠고 화질 좋게 느껴져요 아주 예민하신 분 아니고서는 웬만하면 괜찮을 듯 싶습니당ㅎㅎ 전 아주 만족 중이에요,"좋은 설치, 편리함, 만족, 괜찮은 화질","설치, 편리함, 화질","설치: 긍정, 편리함: 긍정, 화질: 긍정",긍정
