original_message,summary,카테고리,감성,전체 감성
LP바 <b>스탠바이미</b> 알게되었어요 엄마가 동네 LP바 몇곳을 가봤었는데 다 만족스럽지 못했다고 아쉬워하셨거든요 하지만 <b>스탠바이미</b>에선 웃는 엄마의 얼굴을 볼 수 있었어요 위치 경복궁역 1번출구 도보 7분... ,"만족스러운 LP바, 경복궁역 근처","위치, 분위기","위치: 긍정, 분위기: 긍정",긍정
LG <b>스탠바이미</b> 설치 (쿠팡 로켓설치) 배송 걱정 많이 했는데 쿠팡 로켓설치라서 다음날 바로 기사님 오셔서 친절하게 설치해 주셨어요. 벽걸이나 스탠드형 아니라서 방마다 옮겨가며 쓰고 있는데 바퀴... ,"빠른 배송, 친절한 설치, 이동 편리","설치, 배송, 이동","설치: 긍정, 배송: 긍정, 이동: 긍정",긍정
그리고 모니터로서의 스탠바이 고는 어느 정도 품질을 보여줄까요? <b>스탠바이미</b> 게이밍 go로 변신 자! 오늘은 앞서 설명해 드린 대로 <b>스탠바이미</b> go를 활용 나만의 <b>스탠바이미</b> 게이밍 go 환경을 만들어볼... ,"스탠바이미, 게이밍, 품질","모니터, 게이밍, 품질","모니터: 긍정, 게이밍: 긍정, 품질: 긍정",긍정
LG<b>스탠바이미</b> 나오자마 마자 진짜 미친듯한 인기 붐이 일어났었죠. 처음에는 좀 시큰둥 하다가 조금... 스탠바이를 액정보호해 주는 힐링쉴드는요. 제품 구매 시 구매금액 일부가 초록우산 어린이 재단에 기부가... ,"인기, 액정보호, 기부","인기, 액정보호, 기부","인기: 긍정, 액정보호: 긍정, 기부: 긍정",긍정
"<b>스탠바이미</b> 거치대는 최소 1,065mm부터 최대 1,265mm까지 높이 조절이 가능해서 웬만한 차량에 싣고 다닐 수 있을 크기죠. 또한 하단에는 무빙휠이라고 하여 바퀴를 장착해서 스탠드 겸용이자 집안에서 이동이... ","높이 조절, 무빙휠, 이동 가능","높이 조절, 무빙휠, 이동","높이 조절: 긍정, 무빙휠: 긍정, 이동: 긍정",긍정
"<b>스탠바이미</b> 2 감독 야기 류이치, 야마자키 다카시 출연 윤아영, 김정아, 김혜성, 최낙윤, 이현주, 조현정, 임은정, 김정은, 강시현, 이장우 개봉 2021. 05. 19. 210519 극장 개봉작 도라에몽: <b>스탠바이미</b>2 (Stand... ","감독 야기 류이치, 야마자키 다카시, 출연 윤아영 외, 개봉 2021. 05. 19, 도라에몽: 스탠바이미 2","감독, 출연, 개봉, 영화 제목","감독: 중립, 출연: 중립, 개봉: 중립, 영화 제목: 중립",중립
"용진이형도 선택한 LG <b>스탠바이미</b>, 폭발적 인기이유 4가지 Khai IT리뷰 / 디지털.가전 2021. 8. 19. 18:12... 이 제품은 스탠드 하단에 휠이 있기 때문에 이동을 쉽게 할 수 있습니다. 2주 동안 사용하면서 가장 많이... ","이동성, 폭발적 인기","이동성, 인기","이동성: 긍정, 인기: 긍정",긍정
엘지 <b>스탠바이미</b>는 OTT 서비스를 편하게 보기 위한 디바이스라고 보면 된다. 출시 초기 디즈니플러스... 스탠드를 고정해놓은 상태에서 디스플레이 각도를 좌우로 조절할 수 있다. 사실 세로회전도 가능하긴... ,"OTT 서비스, 디스플레이 조절, 세로회전 가능","OTT 서비스, 디스플레이 조절, 세로회전","OTT 서비스: 긍정, 디스플레이 조절: 긍정, 세로회전: 긍정",긍정
"생각보다 무겁고 컸던 스탠드 하단 배터리 충전기 형식의 전원 케이블, 이동할 때는 잠깐 빼도... 편 <b>스탠바이미</b> 구매하면 기본으로 주는 모바일 크래들 폰을 설치해서 영상통화나 원격미팅을 하게해주는... ","무거움, 큰 스탠드, 배터리 충전기, 편리한 이동, 모바일 크래들, 영상통화, 원격미팅","무게, 크기, 전원 케이블, 이동, 모바일 크래들, 영상통화, 원격미팅","무게: 부정, 크기: 부정, 전원 케이블: 중립, 이동: 긍정, 모바일 크래들: 긍정, 영상통화: 긍정, 원격미팅: 긍정",긍정
lg <b>스탠바이미</b> 액정 보호필름 개인적으로 작년에 쇼핑한 것 중에 가장 만족도가 높은 제품은 바로 LG<b>스탠바이미</b> !! 노트북이나 휴대폰 작은 화면으로만 주로 영상을 보다가 큰 화면에 무선 이동도 가능해서... ,"만족도 높은 제품, 큰 화면, 무선 이동","제품, 화면, 이동","제품: 긍정, 화면: 긍정, 이동: 긍정",긍정
안녕하세요 여러분 LG 라이프 스타일 TV하면 많은 분들이 떠올리는 제품 LG <b>스탠바이미</b> 해당 제품을 집에서 사용한거 뿐만 아니라 다양한 용도로 사용하고 있다는 점 다들 알고 계시나요? 스탠바마이미의 활용... ,"LG 스탠바이미, 다양한 용도","제품, 용도","제품: 긍정, 용도: 긍정",긍정
"사용하면 할수록 만족도가 높은 LG<b>스탠바이미</b> 입니다. 일단, 디자인이 생각보다 매우 유려합니다. 집에... 미니멀 액자 스마트폰의 사진을 '미러링' 기능을 통해 LG<b>스탠바이미</b>로 볼 수도 있지만, USB에 사진을... ","만족도, 유려한 디자인, 미러링 기능, USB 사진 보기","디자인, 기능","디자인: 긍정, 기능: 긍정",긍정
서촌 <b>스탠바이미</b>! 에 다녀왔답니다 경복궁역 부근~서촌에 위치해있는데 분위기가 정말 좋아 가볍게 2... 서촌 <b>스탠바이미</b> 메뉴 이렇게 메뉴가 구성되어있고 저희는 화이트 와인이 땡겨서 사장님의 추천을 받아... ,"좋은 분위기, 화이트 와인 추천","분위기, 메뉴, 추천","분위기: 긍정, 메뉴: 긍정, 추천: 긍정",긍정
간편하게 사용할 수 있는 무선 미니청소기를 찾고 있던 중 <b>스탠바이미</b> 코리아 프리라벨 무선 진공 청소기를 사용해보게 되었어요 제가 주문한 <b>스탠바이미</b> 코리아 제품의 프리라벨 핸디 청소기예요 :) 택배... ,"무선 미니청소기, 스탠바이미 코리아, 프리라벨 핸디 청소기, 택배","무선 미니청소기, 스탠바이미 코리아, 프리라벨 핸디 청소기, 택배","무선 미니청소기: 긍정, 스탠바이미 코리아: 긍정, 프리라벨 핸디 청소기: 긍정, 택배: 중립",긍정
"LG <b>스탠바이미</b> 광고를 보았다.대략 아래 컨셉인데... 오... 좋다. ^^ 처음 '<b>스탠바이미</b>'란 이름을 들었을 때 생각난 노래! Ben E. King - Stand By Me 앗! 근데 비싸다!!! 요즘 놀고 있는 샤오미 공기청정기 위에, 잘... ","광고, 좋은 컨셉, 비싼 가격","광고, 컨셉, 가격","광고: 긍정, 컨셉: 긍정, 가격: 부정",중립
LG <b>스탠바이미</b> 27ART10DKPL 렌탈은 어떠신가요? LG전자 공식 인증 본점 퓨리홈입니다^^ LG <b>스탠바이미</b>는 자취생 필수품으로 유명세를 얻은 제품이죠! 초기에 나왔을 때도 큰 인기를 얻었는데요. 이번에는 편의성과... ,"자취생 필수품, 큰 인기, 편의성","필수품, 인기, 편의성","필수품: 긍정, 인기: 긍정, 편의성: 긍정",긍정
"<b>스탠 바이 미</b> 감독 로브 라이너 출연 윌 휘튼, 리버 피닉스, 코리 펠드만, 제리 오코넬 개봉 Invalid date / 2014. 07. 31. 재개봉 어제와 오늘, 연달아 &lt;구니스&gt;와 &lt;<b>스탠바이미</b>&gt;를 보게 되었어요. 근래 영화들에는 이렇게... ","감독 로브 라이너, 출연 윌 휘튼, 리버 피닉스, 코리 펠드만, 제리 오코넬, 재개봉 2014. 07. 31.","감독, 출연, 재개봉","감독: 중립, 출연: 중립, 재개봉: 중립",중립
LG <b>스탠바이미</b>로 구글티비 쓰기 사용기를 올렸더랬습니다. 근데 그 사용기를 올릴때는 분명히 안돼서 아쉬운점에 적었던 내용중 아주 크리티컬한 부분이 갑자기(?) 왠지 모르지만 해결이 되었습니다.... ,"구글티비 사용기, 문제 해결","구글티비 사용기, 문제 해결","구글티비 사용기: 긍정, 문제 해결: 긍정",긍정
"저는 LG <b>스탠바이미</b>를 구매하고 정말 많은 변화가 있었어요. 우선 이게 뭔지 모르시는 분들은 1,2 편을... 그러므로 스탠다드 이런 요금제 쓰면 앱에서 실행이 안되더라고요. 전부 가격을 올릴 수 없었떤 저는... ","LG 스탠바이미, 변화, 요금제 문제","제품, 요금제","제품: 긍정, 요금제: 부정",중립
LG <b>스탠바이미</b> <b>스탠바이미</b> 갖고 싶어서 매장 가서 구매상담받고 왔었는데... 저 진심 LG <b>스탠바이미</b> 받고 싶어요!! ㅎㅎㅎ (스테이엠 비스포크 사이드 테이블도 탐나고 ㅜ.ㅜ) 이벤트 페이지에서 참여하기만... ,"LG 스탠바이미, 구매상담, 이벤트 참여","구매상담, 이벤트 참여","구매상담: 긍정, 이벤트 참여: 긍정",긍정
"202203_#LG<b>스탠바이미</b> LG전자 <b>스탠바이미</b> 27ART10AKPL 결혼준비를 하면서, TV를 안사기로 했었는데요ㅎㅎㅎㅎㅎㅎㅎㅎㅎ 그래도 그 전부터 눈여겨 봤었던, LG<b>스탠바이미</b>! 동생이 선물로 사주었어요..... ","결혼준비, 선물, LG 스탠바이미","결혼준비, 선물, 제품","결혼준비: 긍정, 선물: 긍정, 제품: 긍정",긍정
프로바이오틱스와 비타민C가 함유되어 하루의 시작을 건강하게 챙길 수 있어요~ 장 건강과 항산화를... LG <b>스탠바이미</b> GO를 경품으로 받을 수 있는 기회가 찾아온다고 하는데요~!! 지금부터 주목~~!!!... ,"프로바이오틱스, 비타민C, 장 건강, 항산화, 경품, LG 스탠바이미 GO","프로바이오틱스, 비타민C, 장 건강, 항산화, 경품, LG 스탠바이미 GO","프로바이오틱스: 긍정, 비타민C: 긍정, 장 건강: 긍정, 항산화: 긍정, 경품: 긍정, LG 스탠바이미 GO: 긍정",긍정
KT SK LG 인터넷가입문의 1644-2686 #<b>스탠바이미</b>특가 #스탠바이특판 #<b>스탠바이미</b>사은품 #LGStanbyMEGo #StanbyMEGo #LGStanbyMEGo #StanbyMEGo #<b>스탠바이미</b>2특가 #스탠바이2특판 #<b>스탠바이미</b>2사은품... ,"인터넷 가입, 스탠바이미 특가, 사은품","인터넷 가입, 특가, 사은품","인터넷 가입: 중립, 특가: 긍정, 사은품: 긍정",긍정
<b>스탠바이미</b> 서울 종로구 자하문로13길 4-7 지층 전화번호 : 02-722-1014 월 화 수 목 금 18:30 - 24:00 토 18:00... 엘피바 <b>스탠바이미</b>~! 6시 반 오픈하자마자 방문했다 서촌 조용한 술집 <b>스탠바이미</b>는 고급스러운 엘피바... ,"서울 종로구, 스탠바이미, 조용한 술집, 고급스러운 엘피바","위치, 운영시간, 분위기, 유형","위치: 긍정, 운영시간: 긍정, 분위기: 긍정, 유형: 긍정",긍정
"<b>스탠 바이 미</b> - 마지막 장면이 의미하는 것. 그 긴 여정이 끝나서 서로의 집으로 돌아갔을 때. 그들은... <b>스탠 바이 미</b> 감독 로브 라이너 출연 윌 휘튼, 리버 피닉스, 코리 펠드만, 제리 오코넬 개봉 2014. 07. 31.","여정, 귀가, 감독 로브 라이너, 출연 윌 휘튼, 리버 피닉스, 코리 펠드만, 제리 오코넬, 개봉 2014. 07. 31.","여정, 귀가, 감독, 출연, 개봉","여정: 중립, 귀가: 중립, 감독: 중립, 출연: 중립, 개봉: 중립",중립
"LED <b>스탠바이미</b> Go TV, 스탠드형, 27LX5QKNA, 68cm 1,449,000원 5 뷰탠바이미 스마트 24인치 삼탠바이미 (화이트) SET 이동식 TV <b>스탠바이미</b>, 뷰싱크 스마트 24인치 삼탠바이미349,000원... ","스탠바이미, 이동식 TV, 스마트 24인치","제품, 가격","제품: 중립, 가격: 중립",중립
"▲▲ LG <b>스탠바이미</b> LG 헬로렌탈로 구매하러 가기 ▲▲ 이렇게 좋은 스마트 스탠드 TV LG <b>스탠바이미</b>를 저렴하게 구매할 수 있는 방법을 알려드릴게요. LG전자 공식 홈페이지 판매가 1,210,000원 타사 렌탈에서... ","스마트 스탠드 TV, 저렴한 구매 방법","스마트 스탠드 TV, 구매 방법","스마트 스탠드 TV: 긍정, 구매 방법: 긍정",긍정
꼭 <b>스탠바이미</b>랑 연결해서 쓰지 않아도 단독으로도 사용 가능한 스텐바이미 스피커 블루투스 연결만 해놓으면 따로 설정 안해도 자동으로 tv를 켜면 같이 켜진다 스피커 고정하는것도 고리한번만 접었다... ,"단독 사용, 블루투스 연결, 자동 켜짐, 간편 고정","사용, 연결, 설정, 고정","사용: 긍정, 연결: 긍정, 설정: 긍정, 고정: 긍정",긍정
"작품 &lt;<b>스탠 바이 미</b>&gt;, 오리건의 아주 작은 마을에 사는 조용한 소년 고디(윌 휘튼)는 장래가... <b>스탠 바이 미</b> 감독 로브 라이너 출연 윌 휘튼, 리버 피닉스, 코리 펠드만, 제리 오코넬 개봉 1985.11.30. / 2014.... ","작품, 감독 로브 라이너, 출연 윌 휘튼, 리버 피닉스, 코리 펠드만, 제리 오코넬, 개봉 1985.11.30. / 2014.","작품, 감독, 출연, 개봉","작품: 중립, 감독: 중립, 출연: 중립, 개봉: 중립",중립
"마침 격리 전에 딱 맞추어 LG <b>스탠바이미</b>가 와서 요리조리 가지고 놀기도 했다. 아....6세와 격리되니... 그 <b>스탠바이미</b>인데, 오프라인에서도 풀려서 구매할 수 있었다. 화면이 많이 크지는 않다. 높낮이, 각도... ","격리, 스탠바이미, 오프라인 구매, 화면 크기, 높낮이, 각도","격리, 제품, 구매, 화면, 조절","격리: 중립, 제품: 긍정, 구매: 긍정, 화면: 중립, 조절: 긍정",긍정
&gt;&gt; LG <b>스탠바이미</b> TV 지금 더 알뜰하게 만나보세요. &lt;&lt; LG <b>스탠바이미</b> 지금 만나보세요! 여러분들 LG... 궁금하신 분들은 지금 바로 확인해보시길 바랍니다. [ LG 스탠바이 지금 바로 댓글에서 확인해보세요. ],"LG 스탠바이미, 알뜰 구매, 확인 요청","구매, 확인","구매: 긍정, 확인: 긍정",긍정
"카페에 귀여운 푸딩도 있다 평상시에 집에서 가전제품들도 LG제품만 쓰고 있고, <b>스탠바이미</b> 제품들도 잘 사용중이어서, 더 관심이 갔던 <b>스탠바이미</b>고! <b>스탠바이미</b>고 체험가능한 테라스마크 강릉에 다녀왔다... ","귀여운 푸딩, LG 가전제품, 스탠바이미, 테라스마크 강릉 체험","푸딩, 가전제품, 스탠바이미, 체험","푸딩: 긍정, 가전제품: 긍정, 스탠바이미: 긍정, 체험: 긍정",긍정
1644-2686 #<b>스탠바이미</b>특가 #스탠바이특판 #<b>스탠바이미</b>사은품 #LGStanbyMEGo #StanbyMEGo #LGStanbyMEGo #StanbyMEGo #<b>스탠바이미</b>2특가 #스탠바이2특판 #<b>스탠바이미</b>2사은품 #엘지<b>스탠바이미</b>2특가 #인터넷가입사은품... ,"스탠바이미 특가, 사은품, 인터넷가입 사은품","특가, 사은품, 인터넷가입","특가: 긍정, 사은품: 긍정, 인터넷가입: 긍정",긍정
"무방하지만, 알갱이가 딱딱하고 크기가 있어서 가지고 노는 동안 지켜보는 것이 좋을 것 같다!!! #고양이스트레스케어 #마따따비 #동결건조마따따비 #<b>스탠바이미</b>마따따비 #<b>스탠바이미</b>동결건조 #개다래나무열매","딱딱한 알갱이, 지켜보기 필요, 고양이 스트레스 케어, 마따따비, 동결건조, 스탠바이미, 개다래나무 열매","알갱이, 지켜보기, 고양이 스트레스 케어, 마따따비, 동결건조, 스탠바이미, 개다래나무 열매","알갱이: 부정, 지켜보기: 부정, 고양이 스트레스 케어: 긍정, 마따따비: 중립, 동결건조: 중립, 스탠바이미: 중립, 개다래나무 열매: 중립",중립
"바이미 후회없습니다 인기 후기 Top1 위 ■ 삼탠바이미 티비거치대 삼텐바이미 이동식 TV 스탠드... 삼텐바이미 <b>스탠바이미</b> 중소바이미, 고객직접설치  상품가격  ↓ 549,000원 ↓ 34% 할인 ↓ 358,000원... ","인기, 할인, 고객직접설치","인기, 가격, 설치","인기: 긍정, 가격: 긍정, 설치: 중립",긍정
