issue,theme,긍정,부정,중립,total
아이의 출생은 부모의 선택,기타,0,0,1,1
오프라인 구매 가능,가격 및 구매,0,0,1,1
오프라인 매장 가격,가격 및 구매 옵션,0,0,1,1
아이의 TV 소원,사용 환경 및 조건,0,0,1,1
액정보호,기타,0,0,1,1
아이와 함께 사용 가능,사용자 경험,1,0,0,1
오프라인 판매 시작,제품 출시 및 홍보,0,0,1,1
오프라인 행사,이벤트 및 프로모션,0,0,1,1
오픈마켓에서 더 저렴,구매 및 가격 혜택,0,0,1,1
아이에너지T12 보조배터리,기타,0,0,1,1
우수한 디자인,디자인 및 크기,1,0,0,1
액정보호필름,기타,1,0,0,1
오픈행사 안내,프로모션 및 이벤트,0,0,1,1
오피스 환경 개선,기타,0,0,1,1
오피스텔 무료 인터넷 채널 많음,제품 적합성 및 사용 장소,0,0,1,1
아이스 아메리카노 경품,이벤트 및 혜택,0,0,1,1
아이보리 화이트 컬러,제품 기능 및 디자인,1,0,0,1
온누리상품권 결제 가능,가격 및 결제 옵션,0,0,1,1
온누리상품권 할인,가격 및 할인,1,0,0,1
아이보리 색상 만족,제품 디자인 및 기능,1,0,0,1
온라인 가격,가격 및 구매 옵션,0,0,1,1
온라인 강의 시청,활용 및 적합성,0,0,1,1
아이들이 있는 가정에서 인기,사용 환경 및 용도,1,0,0,1
올레TV 시청 가능 여부,사용 환경 및 용도,0,0,1,1
역류방지,건강 및 생활,1,0,0,1
오염물질 방지,보호 및 내구성,0,0,1,1
오염 있음,사용자 경험,0,0,1,1
오션뷰,기타,0,0,1,1
액정 불량,기타,0,1,0,1
아크릴 리모컨 보관함 증정,기타,0,0,1,1
오래 사용 기대,기타,1,0,0,1
오래된 TV 교체 희망,TV 구매 및 사용 고민,0,0,1,1
오래된 모델,제품 구매 및 기대,0,0,1,1
오래된 벽걸이 티비,제품 비교 및 평가,0,0,1,1
아침 소음 필요,기타,0,0,1,1
오래된 티비 대체,구매 및 선택 고민,0,0,1,1
연결 가이드,편의성과 활용,1,0,0,1
아이폰과의 연결 문제,제품 특징 및 사용,0,1,0,1
역삼푸르지오 가격 변동,기타,0,0,1,1
아이폰 연결 불편,제품 특징 및 사용성,0,1,0,1
역삼푸르지오,기타,0,0,1,1
아이폰 및 스탠바이미 연결 어려움,제품 특징 및 활용,0,1,0,1
오래된 회사,브랜드 및 시장 반응,0,0,1,1
역류성식도염베개로 사용,기타,0,0,1,1
아이폰 미러링 문제,기능 및 기술,0,1,0,1
아이폰 미러링 가능,기타,0,0,1,1
역류성식도염 환자 많음,기타,0,0,1,1
역류성식도염 완화,기타,0,0,1,1
액정 보호필름 소개,부가 기능 및 기타,0,0,1,1
아이폰 미러링,기능 및 성능,0,0,1,1
오랜 대기 후 구매,구매 및 경제성,0,0,1,1
아이폰 모니터링,제품 기능 및 사용성,1,0,0,1
오랜만에 본 제품,브랜드 및 시장 반응,0,0,1,1
아이폰 기종 지원 필요,제품 특징 및 활용,0,1,0,1
역류성 식도염 완화,기타,1,0,0,1
오리지널 제품 추천,제품 비교 및 추천,1,0,0,1
아이폰 15,기타,0,0,1,1
오브제 컬렉션과 유사한 디자인,제품 디자인 및 트렌드,1,0,0,1
올레포빅 기능,기술 및 성능,0,0,1,1
아이들에게 지루하지 않은 시간 제공,기타,1,0,0,1
올릴 곳 부족,기타 이슈 및 요구,0,1,0,1
완전 새제품,제품 상태 및 구성,1,0,0,1
여행에서 사용 희망,기타,0,0,1,1
완판 인기,기타,0,0,1,1
아이돌 감상,기타,0,0,1,1
아이 학습 및 놀이,활용 및 적합성,0,0,1,1
왕초보 영어 공부에 적합,부가 정보 및 기타,1,0,0,1
외국어 공부에 적합,교육 및 학습,1,0,0,1
외국인 간병사와의 의사소통,기타,0,0,1,1
아이 학대 문제,기타,0,1,0,1
외부 사용 가능,사용 용도 및 적합성,0,0,1,1
외부 스피커 기능 기대,제품 기능 및 사양,0,0,1,1
외부 활용 가능,이동성과 휴대성,0,0,1,1
외부에서도 또렷한 화면,기타,1,0,0,1
외형적 차이 없음,디자인 및 외관,0,0,1,1
요금제 제한으로 앱 실행 불가,기타,0,1,0,1
요리 레시피 활용,특정 사용자 및 활용 사례,1,0,0,1
요리 보조로 사용,기타,0,0,1,1
아이 있는 집에 적합,기타,0,0,1,1
요리 시 레시피 검색,기타,0,0,1,1
요리 시 레시피 확인,기타,0,0,1,1
요리 시 레시피북 활용,기타,1,0,0,1
요리 시 사용,기타,0,0,1,1
요리 중 영상 시청,기타,0,1,0,1
요리 중 유튜브/인터넷 사용,사용 환경 및 활용도,1,0,0,1
요추전만 유지,기타,0,0,1,1
아이 있는 집 사용 고민,사용 환경 및 조건,0,0,1,1
아이 있는 가정에서 사용 우려,제품 적합성 및 사용 장소,0,0,1,1
우르비노 5pcs 세트,기타,0,0,1,1
우석이의 귀여운 행동,기타,1,0,0,1
아이 있는 가정,사용 환경 및 용도,0,0,1,1
완전 판매,기타,1,0,0,1
아이두젠 스탠비백 우수한 디자인,브랜드 및 모델,1,0,0,1
올인원 로봇청소기,기타 제품 및 서비스,1,0,0,1
완성도 높은 디자인,디자인 및 공간 활용,0,0,1,1
옷에 관심 없음,기타,0,0,1,1
와이파이 환경 연동,운영 및 환경,0,0,1,1
와이프 만족,사용자 경험 및 만족도,1,0,0,1
와이프 몰래 구매,기타,0,0,1,1
와인 마시기 좋은 분위기,기타,1,0,0,1
와인 및 위스키,기타,0,0,1,1
와인바,위치 및 환경,0,0,1,1
아이들과의 공유 시간 증가,기타,1,0,0,1
아이들과 함께 사용,사용 환경 및 장소,1,0,0,1
와인바 경험,장소 및 분위기,0,0,1,1
완벽 호환,기타,0,0,1,1
완벽한 TV 대체 불가,화질 및 성능,0,0,1,1
역대급 명작 평가,기타,0,0,1,1
액정보호필름 문의,기타,0,0,1,1
아이들과 사용,사용자 경험 및 평가,1,0,0,1
완벽한 내구성,내구성 및 안정성,1,0,0,1
아이들 활동,기타,0,0,1,1
아이들 컨텐츠,학습 및 콘텐츠,1,0,0,1
아이들 점령으로 인한 개인용 스탠바이미 구매,사용 환경 및 조건,0,0,1,1
여행용 가방 형태,기타,0,0,1,1
완벽한 디스플레이,라이프스타일 및 경험,1,0,0,1
완벽한 멀티미디어 솔루션,제품 평가 및 후기,1,0,0,1
아이들 재우기 도움,기타,1,0,0,1
완벽한 테이블 색상 및 크기,제품 설치 및 사용 환경,1,0,0,1
아이들 있는 가정에서 인기,기타,1,0,0,1
아이들 바인딩 용도,사용 사례 및 추천,1,0,0,1
아이들 눈 건강 보호,기타,1,0,0,1
아이두젠 스탠비백 우수한 사용방법,브랜드 및 모델,1,0,0,1
완벽함,제품 특성 및 디자인,1,0,0,1
연결 사용 가능성,사용 편의성 및 기능,0,0,1,1
연결버튼 귀찮음,제품 특징 및 사용성,0,1,0,1
오늘의집 큐레이터 활동,브랜드 및 광고,0,0,1,1
애니메이션,문화 및 이벤트,0,0,1,1
영화 감독 및 출연진 정보,영화 및 문화,0,0,1,1
안정적인 손잡이,기타,1,0,0,1
안정적인 보호,기타,1,0,0,1
안정적인 무게감,제품 특성 및 디자인,1,0,0,1
안정적인 거치,기능 및 성능,1,0,0,1
영화 감상 자유로움,기능 및 성능,1,0,0,1
영어 공부 무료,교육 및 학습,0,0,1,1
영화 개봉 지연,영화 및 문화,0,1,0,1
안정성,내구성 및 안정성,0,0,1,1
영화 개봉일,기타,0,0,1,1
영화 굿즈 제공,이벤트 및 프로모션,0,0,1,1
영화 모험 내용,콘텐츠 및 감상,0,0,1,1
애니메이션 예매율 1위,제품 특성 및 기능,1,0,0,1
영화 및 게임 감상 최적,기타,1,0,0,1
안정감 있는 손잡이,이동 및 설치,1,0,0,1
영화 및 드라마 시청,사용자 경험,1,0,0,1
영화 배경,영화 및 문화,0,0,1,1
영화 상영 일정,영화 및 문화,0,0,1,1
애니메이션 인기,영화 및 문화,0,0,1,1
안전한 휴대성,제품 휴대성과 이동성,1,0,0,1
안전한 이동,캠핑 및 휴대성,1,0,0,1
안전한 수납,문제 및 개선점,1,0,0,1
영화 스탠 바이 미 넷플릭스 공개,영화 및 문화,0,0,1,1
영화 스탠 바이 미 정보,영화 및 문화,0,0,1,1
안전한 사용,제품 활용 및 기능,1,0,0,1
영화 스탠드 바이 미,영화 및 문화,0,0,1,1
영화 시청 선호,제품 사용 및 기능,0,0,1,1
안전한 보호,보안 및 안전,1,0,0,1
안전한 보관 및 이동,공간 및 휴대성 문제,1,0,0,1
영화 감독,기타,0,0,1,1
영화 <스탠 바이 미> 소개,영화 및 문화,0,0,1,1
영화 시청 행복,기타,1,0,0,1
영화 '스탠 바이 미' 재개봉,영화 및 문화,0,0,1,1
영어 원서 읽기 가능 여부,기타,0,0,1,1
암부 기존 seetec과 동일,개인 사정 및 기타,0,0,1,1
알피쿨 25사이즈 이마트 제품 고려,기타,0,0,1,1
영어 자막 없음,콘텐츠 및 감상,0,1,0,1
알피쿨 25사이즈 고려,기타,0,0,1,1
영어 학습 시작,학습 및 콘텐츠,1,0,0,1
영어 학습기 선택 고민,기타,0,0,1,1
영어 공부에 도움,교육 및 학습,0,0,1,1
영어공부 가능,교육 및 학습,0,0,1,1
영어공부 열정,교육 및 학습,1,0,0,1
영어공부용,제품 활용 및 기능,0,0,1,1
영어 공부 평생 무료,구매 및 사용 경험,0,0,1,1
알파룸 TV 정리 고려,사용 용도 및 환경,0,0,1,1
알파7 인공지능 프로세서,제품 내구성 및 성능,0,0,1,1
영어학습기 구입,사용자 경험,0,0,1,1
영어 공부 옵션 다양,학습 및 콘텐츠,0,0,1,1
영어학습기 신청 시 혜택,기타 제품 및 서비스,0,0,1,1
알찬 구성,기타,1,0,0,1
알뜰폰 변경,기타,0,0,1,1
암호코드 입력 번거로움,제품 성능 및 기능,0,1,0,1
영어학습기 원조,기타,1,0,0,1
영어회화 프로그램 신청 혜택,기타,1,0,0,1
영업 시간,기타,0,0,1,1
영업시간,기타,0,0,1,1
알 수 없는 의식의 흐름,기타,0,0,1,1
암호화,보안 및 안전,1,0,0,1
안주 준비,장소 및 분위기,0,0,1,1
영화 '구니스'와 '스탠 바이 미' 연달아 시청,영화 및 문화,0,0,1,1
영화 '스탠 바이 미' 감독 및 출연진,영화 및 문화,0,0,1,1
안전한 보관,사용 사례 및 추천,0,0,1,1
영화 시청에 유용,제품 사용 경험 및 평가,1,0,0,1
안드로이드 및 IOS 미러링 가능,기능 및 성능,0,0,1,1
안방에 TV 설치 고민,가전 및 가구 선택 고민,0,0,1,1
애플워치,기타,0,0,1,1
안방에 TV 두는 것에 대한 불호,사용 및 설치 환경,0,1,0,1
영상 시청,제품 사용 경험,0,0,1,1
예쁜 집 꾸미기,제품 크기 및 디자인,0,0,1,1
영상 송출 기능 변경 필요,기타,0,1,0,1
예쁜 캐리백,기타 기능 및 옵션,1,0,0,1
안방 및 주방 사용,사용 환경 및 용도,0,0,1,1
안방 및 식탁에서 시청,사용 환경 및 용도,0,0,1,1
안방 TV 없음,사용 환경 및 조건,0,0,1,1
예상치 못한 구매,구매 및 소비,0,0,1,1
애플워치 경품,마케팅 및 프로모션,0,0,1,1
영상 보기 좋음,기능 및 성능,1,0,0,1
안방 TV 설치 불가능,사용 환경 및 편리성,0,0,1,1
연장코드,기타,0,0,1,1
안방 TV 설치 고민,사용 및 설치 환경,0,0,1,1
액세서리 보관,기술 및 기능,0,0,1,1
안마의자에서 스탠바이미 유튜브 시청,기타,0,0,1,1
예약구매 성공,구매 및 이벤트,0,0,1,1
안드로이드폰 화면 공유 가능,기타,0,0,1,1
액정 기스 걱정,제품 내구성 및 품질,0,1,0,1
연수장치,기타,0,0,1,1
연말행사 초대,기타,0,0,1,1
예정보다 빠른 배송,배송 및 설치,1,0,0,1
연말 분위기 즐김,기타 기능 및 특징,1,0,0,1
예정에 없던 구매,기타,0,0,1,1
오늘의집 방문 의향,고객 경험 및 만족도,0,0,1,1
안드로이드/윈도우 화면 공유,기능 및 호환성,0,0,1,1
안드로이드 폰 호환,기능 및 사용성,0,0,1,1
연구실에서 사용,사용 환경 및 장소,0,0,1,1
예쁜 스탠드형 TV,제품 크기 및 디자인,0,0,1,1
안방에 TV 없음,기타,0,0,1,1
영화 예매,콘텐츠 및 감상,0,0,1,1
영상 시청 추천,사운드 및 영상 품질,1,0,0,1
영화 원작,기타,0,0,1,1
"영화 장르: 드라마, 모험",영화 및 문화,0,0,1,1
안전한 구매,기타,1,0,0,1
영어 공부 계획,추천 및 계획,0,0,1,1
안전결제 옵션,결제 및 구매 관련,0,0,1,1
영화 제목,기타,0,0,1,1
애니에 대한 흥미 감소,기타,0,1,0,1
영화 제목 '스탠 바이 미',영화 및 문화,0,0,1,1
안전거래 권장,거래 및 구매 관련,0,0,1,1
영화 제목 변경,기타,0,0,1,1
안전 택배 제공,배송 및 포장,0,0,1,1
영화 파워레인져스: 더 비기닝,콘텐츠 및 감상,0,0,1,1
애들방에 적합,사용자 경험,1,0,0,1
영화관 같은 경험,영화 관련,1,0,0,1
영화에 대한 많은 사랑,영화 및 문화,1,0,0,1
영화음악 선정곡,영화 및 문화,0,0,1,1
영상통화 및 원격미팅 가능,기타,1,0,0,1
예랑이의 애정,사용 경험 및 후기,1,0,0,1
영상 컨텐츠 시청,제품 특징 및 사용,1,0,0,1
애용하는 가전,가전 및 가구 선택 고민,1,0,0,1
예쁘고 좋음,디자인 및 외관,1,0,0,1
애플 TV 및 애플 뮤직 앱 사용 가능,제품 기능 및 성능,1,0,0,1
안방에서 스탠바이미 사용,사용 환경 및 용도,0,0,1,1
안방에서 사용,제품 적합성 및 사용 장소,1,0,0,1
영상 재생 활용 만족,사용 후기 및 신뢰,1,0,0,1
예쁘고 활용도 좋음,기타,1,0,0,1
영상 재생,제품 기능 및 사용성,1,0,0,1
애플 기기 호환,제품 특성 및 기능,1,0,0,1
안방에 적합,제품 적합성 및 사용 장소,0,0,1,1
우수한 IT 기기,기타,1,0,0,1
아이 영상노출용으로 스탠바이미고 적합성 문의,제품 특징 및 기능,0,0,1,1
신품 선호,제품 상태 및 판매,0,0,1,1
유튜브 검색,화면 및 콘텐츠,0,0,1,1
신혼집 인테리어,기타,1,0,0,1
유용함,사용 용도 및 기능,1,0,0,1
신혼집 인기,제품 특징 및 활용,1,0,0,1
유일무이한 성과,기타,1,0,0,1
신혼집 가전 추천,가전 및 생활,1,0,0,1
신혼집 가전 선택,구매 및 소비,0,0,1,1
유일무이한 이동식 스마트TV,제품 혁신 및 신제품,0,0,1,1
신혼집 가전,기타,0,0,1,1
야외 사용 적합,사용 및 기능,1,0,0,1
야외 시청 가능,이동식 TV 및 포터블 스크린,0,0,1,1
신혼집 가구로 선택,제품 적합성 및 사용 장소,1,0,0,1
신혼집 가구 고민,가전 및 가구 선택 고민,0,0,1,1
신혼집 TV 필요성,가전 및 가구 선택 고민,0,0,1,1
신혼집 TV 선택 고민,제품 특징 및 활용,0,0,1,1
유튜브 및 OTT 시청 패턴,제품 특징 및 사용,0,0,1,1
우수한 사운드,화면 및 사운드,1,0,0,1
신혼집 TV 대체,제품 적합성 및 사용 장소,0,0,1,1
신혼부부에게 적합,제품 구매 및 만족도,0,0,1,1
엘지트윈스 챔피언 에디션 구매,구매 및 할인,0,0,1,1
유튜브 및 웹페이지 속도 느림,제품 성능 및 기능,0,1,0,1
유튜브 배속 가능,콘텐츠 및 감상,1,0,0,1
신혼부부가전 추천,라이프스타일 적합성,1,0,0,1
신혼부부 추천,사용 후기 및 신뢰,1,0,0,1
유튜브 시청 가능,사용 및 설치,1,0,0,1
유튜브 영상,기타,0,0,1,1
유튜브 채널 제공,기타,0,0,1,1
유튜브/SNS에서 접함,기타,0,0,1,1
유튜브/넷플릭스 시청,제품 기능 및 사용,0,0,1,1
신혼부부 고민 제품,가전 및 생활,0,0,1,1
신혼가전패키지에서 구매,기타,0,0,1,1
유용한 스탠바이미,스탠바이미 제품 관련,1,0,0,1
유용한 사용,고객 경험 및 만족도,1,0,0,1
유용한 가전,사용자 경험 및 만족도,1,0,0,1
신혼집 크기,사용 환경 및 용도,0,0,1,1
여러 거래 방법,기타,0,0,1,1
유명한 작품,기타,0,0,1,1
유명한 제품,기타,0,0,1,1
실내외 사용 가능,기타,1,0,0,1
유무선 결합 가입,기능 및 기술,0,0,1,1
유선 및 무선 사용,기능 및 사용,1,0,0,1
유선 불편함,기타,0,1,0,1
유선 연결 불편,연결 및 설치,0,1,0,1
유선의 단점,기타,0,1,0,1
실내 활동 제한,부가 기능 및 기타,0,0,1,1
유아 홈스쿨링 활용,사용 용도 및 기능,1,0,0,1
실내 활동,활용 및 용도,0,0,1,1
실내 이동 편리,캠핑 및 휴대성,0,0,1,1
여러 TV 보유,기타,0,0,1,1
실내 사용 적합,부가 기능 및 기타,1,0,0,1
유압 방식으로 높이 조절 용이,제품 품질 및 디자인,1,0,0,1
유압식 높이 조절 가능,사용자 편의성,1,0,0,1
유연성,기타,0,0,1,1
어린 친구들의 이야기,기타,0,0,1,1
야외 사용 내구성,기타,1,0,0,1
실내 밝기 향상,기타,1,0,0,1
실내 및 야외 사용 가능,편의성과 활용,1,0,0,1
엠베스트 인강 시청 가능 여부,콘텐츠 및 사용성,0,0,1,1
신혼집에 적합,기타,1,0,0,1
신혼집에 TV 비치 여부,기타 기능 및 고민,0,0,1,1
엘픽쇼 실시간 방송,기타,0,0,1,1
유용성 의문,기타,0,0,1,1
신혼집/자취방에 어울리는 디자인,디자인 및 공간 활용,1,0,0,1
엘지티비 50인치,브랜드 및 모델 비교,0,0,1,1
유튜브/영상 시청,기타,1,0,0,1
신혼가전으로 최적,기타,1,0,0,1
엘지트윈스 정규시즌우승버젼,한정판 및 기념품,0,0,1,1
음악 전공 활용,기타,1,0,0,1
신혼 가전으로 추천,추천 및 활용,1,0,0,1
야외 자쿠지 이용 계획,기타,0,0,1,1
엘지스마트티비,브랜드 및 모델 비교,0,0,1,1
엘지베스트샵 준비,기타,1,0,0,1
음악 핸드폰 연결,기타,1,0,0,1
신혼 가전 구매,가전 및 생활,0,0,1,1
음질 우수,기타,1,0,0,1
음질 유용,제품 기능 및 성능,1,0,0,1
신혼 가구,기타,1,0,0,1
신형 휴대폰 비쌈,기타 제품 및 서비스,0,1,0,1
음질 좋음,기타,1,0,0,1
음질 차이,사운드 및 영상 품질,0,0,1,1
음질 최고,사용 및 기능,1,0,0,1
음향 아쉬움,성능 아쉬움,0,1,0,1
응모 방법 간단,마케팅 및 프로모션,1,0,0,1
응모 실패,구매 및 이벤트,0,1,0,1
